license_id,county,age,birth_date,violation_code,violation_year,violation_month,points
LR085541,Other,52,1972-12-06,TINTED WINDOW,2025,11,0
DG437996,Suffolk,48,1976-12-06,FAIL TO SIGNAL,2025,11,2
PG188767,Richmond,28,1996-12-06,DRIVING LEFT OF CENTER,2025,11,3
BP137469,New York,18,2006-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
EO406345,Other,56,1968-12-06,UNREGISTERED VEHICLE,2025,11,0
GZ553911,Nassau,56,1968-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
GQ572976,Other,68,1956-12-06,SPEED IN ZONE 31-40,2025,11,8
LB244874,New York,19,2005-12-06,DRIVING LEFT OF CENTER,2025,11,3
KY607780,Other,31,1993-12-06,CHILD SAFETY RESTRAINT,2025,11,3
TO431798,Monroe,26,1998-12-07,RECKLESS DRIVING,2025,11,5
SO960740,Erie,71,1953-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
UO961670,Suffolk,48,1976-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
AO341418,Bronx,30,1994-12-07,SPEED OVER 40,2025,11,11
VH550129,Erie,24,2000-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
HS116798,Other,56,1968-12-06,IMPROPER CELL PHONE USE,2025,11,5
EV493975,Nassau,62,1962-12-07,NO SEAT BELT ADULT,2025,11,0
LY091329,Other,44,1980-12-06,UNLICENSED OPERATOR,2025,11,0
ZH276492,Nassau,40,1984-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
GG322409,Bronx,42,1982-12-07,UNREGISTERED VEHICLE,2025,11,0
NO609031,Nassau,20,2004-12-06,TINTED WINDOW,2025,11,0
PK276663,Queens,27,1997-12-06,SPEED IN ZONE 1-10,2025,11,3
PB959191,Kings,43,1981-12-06,IMPROPER TURN,2025,11,2
GG457670,Other,25,1999-12-07,TINTED WINDOW,2025,11,0
UG265637,Other,23,2001-12-06,FAULTY EQUIPMENT,2025,11,0
KO273686,New York,47,1977-12-06,SPEED IN ZONE 31-40,2025,11,8
NE611287,Nassau,32,1992-12-06,CHILD SAFETY RESTRAINT,2025,11,3
HV354442,Suffolk,33,1991-12-07,SPEED IN ZONE 21-30,2025,11,6
SZ401255,Kings,37,1987-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
EH331288,Other,29,1995-12-07,IMPROPER CELL PHONE USE,2025,11,5
DA356634,Other,23,2001-12-06,UNLICENSED OPERATOR,2025,11,0
WF998990,Erie,55,1969-12-06,DRIVING LEFT OF CENTER,2025,11,3
VQ703754,Richmond,28,1996-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
MJ873255,Nassau,23,2001-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
DH219988,Kings,22,2002-12-07,RECKLESS DRIVING,2025,11,5
FG341388,Other,22,2002-12-07,NO SEAT BELT ADULT,2025,11,0
EW823072,Kings,42,1982-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
DS051931,Westchester,30,1994-12-07,FAIL TO SIGNAL,2025,11,2
LD008103,Monroe,31,1993-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
YU671545,Nassau,23,2001-12-06,UNREGISTERED VEHICLE,2025,11,0
HF184912,New York,27,1997-12-06,RECKLESS DRIVING,2025,11,5
QU616386,Kings,24,2000-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
YX981854,Other,38,1986-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
AS148147,Bronx,35,1989-12-06,SPEED IN ZONE 11-20,2025,11,4
LK517224,Queens,25,1999-12-07,CHILD SAFETY RESTRAINT,2025,11,3
JD979514,Queens,33,1991-12-07,UNLICENSED OPERATOR,2025,11,0
BU848061,Other,42,1982-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
ZA387031,Other,28,1996-12-06,FAIL TO SIGNAL,2025,11,2
SA251077,Other,48,1976-12-06,DRIVING LEFT OF CENTER,2025,11,3
EQ716230,Other,32,1992-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
XA906292,Queens,33,1991-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
ER323559,Queens,16,2008-12-06,SPEED IN ZONE 31-40,2025,11,8
JO736426,Kings,46,1978-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
AQ700139,Nassau,56,1968-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
CR978035,Kings,39,1985-12-06,SPEED IN ZONE 1-10,2025,11,3
SY490225,Other,53,1971-12-07,NO SEAT BELT ADULT,2025,11,0
TL820314,Queens,30,1994-12-07,IMPROPER CELL PHONE USE,2025,11,5
AZ744097,Other,23,2001-12-06,SPEED IN ZONE 21-30,2025,11,6
FT220532,Bronx,37,1987-12-07,SPEED IN ZONE 1-10,2025,11,3
HE959903,Nassau,20,2004-12-06,DRIVING LEFT OF CENTER,2025,11,3
JH933508,Nassau,19,2005-12-06,SPEED IN ZONE 21-30,2025,11,6
YS249044,New York,35,1989-12-06,FAIL TO SIGNAL,2025,11,2
LA378235,Richmond,17,2007-12-07,UNREGISTERED VEHICLE,2025,11,0
BL066910,Westchester,36,1988-12-06,IMPROPER TURN,2025,11,2
XY923653,Suffolk,34,1990-12-07,UNREGISTERED VEHICLE,2025,11,0
TF749252,Bronx,42,1982-12-07,IMPROPER TURN,2025,11,2
HL063792,Erie,19,2005-12-06,CHILD SAFETY RESTRAINT,2025,11,3
EU757680,Westchester,48,1976-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
OH993377,Queens,53,1971-12-07,UNINSPECTED VEHICLE,2025,11,0
HD789262,Monroe,26,1998-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
UK116908,Westchester,31,1993-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
BN172983,Other,32,1992-12-06,NO SEAT BELT ADULT,2025,11,0
EQ466314,Kings,20,2004-12-06,SPEED IN ZONE 21-30,2025,11,6
ZS168754,Other,19,2005-12-06,DRIVING LEFT OF CENTER,2025,11,3
CN930946,Bronx,18,2006-12-07,SPEED IN ZONE 21-30,2025,11,6
GP122559,Other,44,1980-12-06,FAIL TO SIGNAL,2025,11,2
QN512853,Suffolk,29,1995-12-07,UNLICENSED OPERATOR,2025,11,0
TE566358,Other,39,1985-12-06,IMPROPER CELL PHONE USE,2025,11,5
AR750643,Suffolk,32,1992-12-06,UNINSPECTED VEHICLE,2025,11,0
SV885740,Nassau,24,2000-12-06,FAIL TO SIGNAL,2025,11,2
PC376529,Kings,50,1974-12-07,IMPROPER PASSING,2025,11,3
BK996145,Other,32,1992-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
ZZ968561,Richmond,26,1998-12-07,UNINSPECTED VEHICLE,2025,11,0
KG097348,Other,44,1980-12-06,UNLICENSED OPERATOR,2025,11,0
XT458011,Monroe,45,1979-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
FO469320,Kings,30,1994-12-07,SPEED OVER 40,2025,11,11
GZ753673,Other,33,1991-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
ZV144027,Monroe,27,1997-12-06,UNREGISTERED VEHICLE,2025,11,0
WL086187,Westchester,22,2002-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
KK839156,New York,25,1999-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
OS245956,Westchester,43,1981-12-06,UNLICENSED OPERATOR,2025,11,0
ZX137345,Suffolk,71,1953-12-06,TINTED WINDOW,2025,11,0
VQ827801,Other,29,1995-12-07,FAULTY EQUIPMENT,2025,11,0
OC383049,Nassau,37,1987-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
EE180365,Other,17,2007-12-07,CHILD SAFETY RESTRAINT,2025,11,3
ZG048179,Kings,28,1996-12-06,UNLICENSED OPERATOR,2025,11,0
YI843163,Other,49,1975-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
VB709414,Other,17,2007-12-07,NO SEAT BELT ADULT,2025,11,0
OJ971819,Queens,32,1992-12-06,IMPROPER CELL PHONE USE,2025,11,5
OY987522,Other,26,1998-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
AY158725,Queens,49,1975-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
FJ987583,Other,31,1993-12-06,NO SEAT BELT ADULT,2025,11,0
MT916306,New York,22,2002-12-07,SPEED IN ZONE 31-40,2025,11,8
CL143848,Other,37,1987-12-07,UNINSPECTED VEHICLE,2025,11,0
LG745356,Other,34,1990-12-07,SPEED IN ZONE 31-40,2025,11,8
DU283452,Bronx,31,1993-12-06,UNLICENSED OPERATOR,2025,11,0
GT940680,Other,46,1978-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
AE204161,Queens,61,1963-12-07,SPEED IN ZONE 11-20,2025,11,4
CV962700,New York,31,1993-12-06,CHILD SAFETY RESTRAINT,2025,11,3
GM540482,Bronx,43,1981-12-06,SPEED IN ZONE 31-40,2025,11,8
DK116438,Westchester,25,1999-12-07,IMPROPER TURN,2025,11,2
HR934284,Westchester,83,1941-12-06,SPEED IN ZONE 31-40,2025,11,8
RK711698,Kings,51,1973-12-06,NO SEAT BELT ADULT,2025,11,0
ND013361,Other,61,1963-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
AO385188,Westchester,19,2005-12-06,CHILD SAFETY RESTRAINT,2025,11,3
QF527072,Other,41,1983-12-07,RECKLESS DRIVING,2025,11,5
PC921210,Other,38,1986-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
XE646684,Queens,16,2008-12-06,IMPROPER TURN,2025,11,2
SQ184376,Other,16,2008-12-06,IMPROPER PASSING,2025,11,3
OA101051,Other,57,1967-12-07,SPEED OVER 40,2025,11,11
EH888899,Queens,33,1991-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
VT636479,Bronx,46,1978-12-07,NO SEAT BELT ADULT,2025,11,0
TX645179,Bronx,22,2002-12-07,CHILD SAFETY RESTRAINT,2025,11,3
LP208842,New York,44,1980-12-06,FAULTY EQUIPMENT,2025,11,0
KH287616,Queens,16,2008-12-06,UNREGISTERED VEHICLE,2025,11,0
ZA230061,Other,21,2003-12-07,UNINSPECTED VEHICLE,2025,11,0
RY984437,Bronx,32,1992-12-06,UNINSPECTED VEHICLE,2025,11,0
KS021593,New York,27,1997-12-06,CHILD SAFETY RESTRAINT,2025,11,3
JD490901,Erie,24,2000-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
RR259122,Erie,23,2001-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
PP861220,Erie,17,2007-12-07,SPEED IN ZONE 1-10,2025,11,3
KE454166,New York,25,1999-12-07,TINTED WINDOW,2025,11,0
AQ189671,Other,42,1982-12-07,SPEED IN ZONE 1-10,2025,11,3
QF915392,Other,29,1995-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
SX877672,Other,26,1998-12-07,IMPROPER TURN,2025,11,2
YG257246,Nassau,43,1981-12-06,IMPROPER CELL PHONE USE,2025,11,5
DS286296,Erie,21,2003-12-07,RECKLESS DRIVING,2025,11,5
HP092350,Other,30,1994-12-07,SPEED IN ZONE 31-40,2025,11,8
RU129077,Monroe,39,1985-12-06,SPEED IN ZONE 21-30,2025,11,6
LW080286,New York,17,2007-12-07,UNREGISTERED VEHICLE,2025,11,0
FE083429,Other,30,1994-12-07,UNINSPECTED VEHICLE,2025,11,0
AT887458,Kings,34,1990-12-07,UNREGISTERED VEHICLE,2025,11,0
DV189295,Other,54,1970-12-07,IMPROPER PASSING,2025,11,3
RO363372,Westchester,26,1998-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
NM228477,Suffolk,28,1996-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
OE395877,New York,25,1999-12-07,UNINSPECTED VEHICLE,2025,11,0
GX184476,Westchester,28,1996-12-06,SPEED IN ZONE 11-20,2025,11,4
JX108122,Bronx,19,2005-12-06,SPEED IN ZONE 1-10,2025,11,3
KI588184,Other,28,1996-12-06,SPEED IN ZONE 21-30,2025,11,6
SG676125,Erie,32,1992-12-06,RECKLESS DRIVING,2025,11,5
TN233945,Queens,39,1985-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
GQ466222,Queens,24,2000-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
FC598177,Other,31,1993-12-06,FAULTY EQUIPMENT,2025,11,0
TI778586,Westchester,33,1991-12-07,FAIL TO SIGNAL,2025,11,2
IU652319,Other,32,1992-12-06,FAIL TO SIGNAL,2025,11,2
SE338424,New York,23,2001-12-06,UNINSPECTED VEHICLE,2025,11,0
PD421388,Kings,54,1970-12-07,UNREGISTERED VEHICLE,2025,11,0
RO816307,Erie,66,1958-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
XE524105,New York,58,1966-12-07,SPEED IN ZONE 11-20,2025,11,4
IY114036,Kings,40,1984-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
DK224291,Nassau,35,1989-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
DP849963,Queens,23,2001-12-06,UNREGISTERED VEHICLE,2025,11,0
PP092194,Westchester,38,1986-12-07,UNINSPECTED VEHICLE,2025,11,0
JE447144,Bronx,17,2007-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
NT366086,Nassau,36,1988-12-06,SPEED IN ZONE 11-20,2025,11,4
OY656230,Queens,37,1987-12-07,TINTED WINDOW,2025,11,0
YD621067,Kings,21,2003-12-07,RECKLESS DRIVING,2025,11,5
SR869460,Other,35,1989-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
MS861786,Bronx,53,1971-12-07,IMPROPER CELL PHONE USE,2025,11,5
PJ127468,Erie,39,1985-12-06,SPEED IN ZONE 31-40,2025,11,8
TA830994,Queens,26,1998-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
QA154127,New York,73,1951-12-07,SPEED OVER 40,2025,11,11
MD302225,Other,40,1984-12-06,TINTED WINDOW,2025,11,0
VN128650,Westchester,59,1965-12-06,IMPROPER PASSING,2025,11,3
DS104182,Kings,33,1991-12-07,UNREGISTERED VEHICLE,2025,11,0
XM828305,Kings,28,1996-12-06,UNLICENSED OPERATOR,2025,11,0
NL946421,Suffolk,34,1990-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
KN931099,Queens,26,1998-12-07,TINTED WINDOW,2025,11,0
BJ067837,Queens,31,1993-12-06,SPEED IN ZONE 31-40,2025,11,8
VM062817,Westchester,26,1998-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
JB013565,Other,34,1990-12-07,FAIL TO SIGNAL,2025,11,2
NF367043,New York,43,1981-12-06,FAIL TO SIGNAL,2025,11,2
PL410198,Queens,38,1986-12-07,IMPROPER PASSING,2025,11,3
OP411932,Other,42,1982-12-07,SPEED IN ZONE 21-30,2025,11,6
CY669716,Other,55,1969-12-06,FAULTY EQUIPMENT,2025,11,0
LR268451,Bronx,44,1980-12-06,IMPROPER TURN,2025,11,2
LD615402,Other,65,1959-12-07,IMPROPER TURN,2025,11,2
RJ338566,Queens,28,1996-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
BK336335,Other,25,1999-12-07,NO SEAT BELT ADULT,2025,11,0
MX325728,New York,37,1987-12-07,SPEED IN ZONE 21-30,2025,11,6
WY589414,Kings,48,1976-12-06,CHILD SAFETY RESTRAINT,2025,11,3
XN292545,Other,25,1999-12-07,SPEED IN ZONE 21-30,2025,11,6
KA139638,New York,32,1992-12-06,FAULTY EQUIPMENT,2025,11,0
UJ519296,Bronx,20,2004-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
CG100825,Suffolk,24,2000-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
CC328045,Queens,25,1999-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
YW073876,Other,16,2008-12-06,CHILD SAFETY RESTRAINT,2025,11,3
WU785012,New York,59,1965-12-06,SPEED IN ZONE 31-40,2025,11,8
LV545759,Other,51,1973-12-06,IMPROPER CELL PHONE USE,2025,11,5
MW722541,Bronx,21,2003-12-07,DRIVING LEFT OF CENTER,2025,11,3
DG931233,Bronx,53,1971-12-07,FAIL TO SIGNAL,2025,11,2
GP971985,New York,21,2003-12-07,SPEED IN ZONE 21-30,2025,11,6
FF344646,Kings,57,1967-12-07,SPEED OVER 40,2025,11,11
EA368367,Other,40,1984-12-06,SPEED IN ZONE 1-10,2025,11,3
WJ884624,Queens,50,1974-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
FP167797,New York,54,1970-12-07,TINTED WINDOW,2025,11,0
LB351358,Queens,56,1968-12-06,IMPROPER CELL PHONE USE,2025,11,5
NG779957,Other,30,1994-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
NA888986,Other,29,1995-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
NY950481,Erie,53,1971-12-07,NO SEAT BELT ADULT,2025,11,0
FX048902,Other,31,1993-12-06,UNLICENSED OPERATOR,2025,11,0
ZH572322,Queens,32,1992-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
OK541401,Richmond,21,2003-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
KD452015,Kings,48,1976-12-06,SPEED IN ZONE 1-10,2025,11,3
KM608255,Queens,28,1996-12-06,FAULTY EQUIPMENT,2025,11,0
GL726259,Bronx,31,1993-12-06,SPEED OVER 40,2025,11,11
LA015961,Richmond,17,2007-12-07,FAIL TO SIGNAL,2025,11,2
UB438836,Bronx,40,1984-12-06,DRIVING LEFT OF CENTER,2025,11,3
LE775763,Onondaga,48,1976-12-06,SPEED IN ZONE 21-30,2025,11,6
YQ210821,Kings,27,1997-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
GF725318,New York,35,1989-12-06,FAIL TO SIGNAL,2025,11,2
FZ663088,New York,29,1995-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
ML260698,Kings,22,2002-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
JI870223,Nassau,34,1990-12-07,SPEED IN ZONE 11-20,2025,11,4
ON099960,Erie,26,1998-12-07,SPEED IN ZONE 31-40,2025,11,8
RX702504,Bronx,37,1987-12-07,IMPROPER PASSING,2025,11,3
CL154562,Westchester,40,1984-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
SM188193,Suffolk,26,1998-12-07,UNREGISTERED VEHICLE,2025,11,0
MN081060,Bronx,35,1989-12-06,IMPROPER CELL PHONE USE,2025,11,5
QA456042,Westchester,27,1997-12-06,TINTED WINDOW,2025,11,0
CD599785,Kings,24,2000-12-06,FAULTY EQUIPMENT,2025,11,0
DS225242,Kings,59,1965-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
VI470665,Onondaga,40,1984-12-06,SPEED IN ZONE 11-20,2025,11,4
TA717437,Suffolk,20,2004-12-06,UNREGISTERED VEHICLE,2025,11,0
OB298938,Erie,50,1974-12-07,SPEED IN ZONE 1-10,2025,11,3
UW674848,Other,17,2007-12-07,IMPROPER TURN,2025,11,2
IC351080,Queens,23,2001-12-06,CHILD SAFETY RESTRAINT,2025,11,3
BG632990,Suffolk,22,2002-12-07,NO SEAT BELT ADULT,2025,11,0
SI839053,Other,38,1986-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
AT324312,Suffolk,68,1956-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
BT292972,Richmond,28,1996-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
PC974771,Kings,28,1996-12-06,FAULTY EQUIPMENT,2025,11,0
UF391685,Erie,35,1989-12-06,FAULTY EQUIPMENT,2025,11,0
UA683321,Other,30,1994-12-07,UNINSPECTED VEHICLE,2025,11,0
SH520456,Nassau,29,1995-12-07,NO SEAT BELT ADULT,2025,11,0
TR074089,Erie,22,2002-12-07,FAULTY EQUIPMENT,2025,11,0
ZO558737,Erie,18,2006-12-07,DRIVING LEFT OF CENTER,2025,11,3
KO085435,Other,29,1995-12-07,FAULTY EQUIPMENT,2025,11,0
LC757738,Monroe,23,2001-12-06,FAIL TO SIGNAL,2025,11,2
BH368492,Other,46,1978-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
SQ553028,Westchester,29,1995-12-07,SPEED IN ZONE 11-20,2025,11,4
GR770874,Nassau,42,1982-12-07,SPEED IN ZONE 11-20,2025,11,4
KP385384,Suffolk,26,1998-12-07,SPEED IN ZONE 11-20,2025,11,4
RR962466,Other,64,1960-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
XB350426,Kings,37,1987-12-07,DRIVING LEFT OF CENTER,2025,11,3
UM457412,Kings,42,1982-12-07,SPEED IN ZONE 1-10,2025,11,3
FX320564,Westchester,24,2000-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
HL976806,Queens,24,2000-12-06,CHILD SAFETY RESTRAINT,2025,11,3
EN099153,Other,22,2002-12-07,IMPROPER PASSING,2025,11,3
SC624541,Monroe,22,2002-12-07,DRIVING LEFT OF CENTER,2025,11,3
QW457798,Monroe,25,1999-12-07,SPEED IN ZONE 1-10,2025,11,3
NY025879,Bronx,18,2006-12-07,SPEED OVER 40,2025,11,11
WC243881,Other,39,1985-12-06,RECKLESS DRIVING,2025,11,5
PF933322,Other,63,1961-12-06,FAULTY EQUIPMENT,2025,11,0
KY998219,Suffolk,25,1999-12-07,IMPROPER CELL PHONE USE,2025,11,5
VH118914,Monroe,36,1988-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
OI224553,Other,41,1983-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
VR344657,Erie,45,1979-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
ZD869366,New York,35,1989-12-06,SPEED IN ZONE 1-10,2025,11,3
XK355213,Other,34,1990-12-07,IMPROPER CELL PHONE USE,2025,11,5
OF403764,Suffolk,26,1998-12-07,SPEED IN ZONE 1-10,2025,11,3
UZ596350,Nassau,29,1995-12-07,FAIL TO SIGNAL,2025,11,2
RD357536,Westchester,21,2003-12-07,IMPROPER TURN,2025,11,2
BS507121,New York,26,1998-12-07,UNLICENSED OPERATOR,2025,11,0
IB864850,Other,36,1988-12-06,SPEED IN ZONE 11-20,2025,11,4
WR958257,Bronx,39,1985-12-06,SPEED IN ZONE 1-10,2025,11,3
AD650806,Other,23,2001-12-06,SPEED IN ZONE 1-10,2025,11,3
ZY274573,Other,28,1996-12-06,FAULTY EQUIPMENT,2025,11,0
WU701669,Bronx,24,2000-12-06,SPEED OVER 40,2025,11,11
IJ008786,Monroe,58,1966-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
XF271576,Kings,81,1943-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
AS030741,Bronx,21,2003-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
RQ424636,New York,29,1995-12-07,FAIL TO SIGNAL,2025,11,2
GU951441,Kings,45,1979-12-07,TINTED WINDOW,2025,11,0
DV219563,Kings,18,2006-12-07,IMPROPER CELL PHONE USE,2025,11,5
CC773542,Other,30,1994-12-07,SPEED IN ZONE 31-40,2025,11,8
HG359541,Bronx,31,1993-12-06,IMPROPER TURN,2025,11,2
ON962577,Bronx,46,1978-12-07,CHILD SAFETY RESTRAINT,2025,11,3
DX331481,Queens,24,2000-12-06,CHILD SAFETY RESTRAINT,2025,11,3
AA985986,Queens,51,1973-12-06,FAIL TO SIGNAL,2025,11,2
ZA270158,Queens,53,1971-12-07,IMPROPER PASSING,2025,11,3
IF165249,New York,21,2003-12-07,UNREGISTERED VEHICLE,2025,11,0
MO703822,Bronx,36,1988-12-06,FAIL TO SIGNAL,2025,11,2
JG952467,New York,26,1998-12-07,IMPROPER PASSING,2025,11,3
OT317766,Kings,49,1975-12-07,NO SEAT BELT ADULT,2025,11,0
ED149137,Westchester,17,2007-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
XO788122,Bronx,38,1986-12-07,SPEED IN ZONE 31-40,2025,11,8
JZ121717,Kings,29,1995-12-07,TINTED WINDOW,2025,11,0
CS737113,Other,42,1982-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
HL496637,Other,21,2003-12-07,TINTED WINDOW,2025,11,0
XL223007,Other,20,2004-12-06,TINTED WINDOW,2025,11,0
IY117540,Monroe,40,1984-12-06,IMPROPER CELL PHONE USE,2025,11,5
BI015345,Erie,42,1982-12-07,SPEED IN ZONE 21-30,2025,11,6
KE496329,Monroe,28,1996-12-06,UNLICENSED OPERATOR,2025,11,0
DF952221,Other,22,2002-12-07,IMPROPER PASSING,2025,11,3
BQ222625,Suffolk,21,2003-12-07,RECKLESS DRIVING,2025,11,5
TK778273,Other,34,1990-12-07,FAULTY EQUIPMENT,2025,11,0
TN335211,Nassau,15,2009-12-06,DRIVING LEFT OF CENTER,2025,11,3
GJ734380,Queens,21,2003-12-07,RECKLESS DRIVING,2025,11,5
BZ838053,New York,28,1996-12-06,TINTED WINDOW,2025,11,0
MU019248,Kings,51,1973-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
IT057679,Nassau,72,1952-12-06,NO SEAT BELT ADULT,2025,11,0
ZV762860,Nassau,15,2009-12-06,IMPROPER CELL PHONE USE,2025,11,5
MU186181,Other,55,1969-12-06,DRIVING LEFT OF CENTER,2025,11,3
TQ732343,Suffolk,45,1979-12-07,RECKLESS DRIVING,2025,11,5
DY327258,Other,33,1991-12-07,UNREGISTERED VEHICLE,2025,11,0
LX107351,Erie,23,2001-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
AL198430,Bronx,26,1998-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
YG083580,Westchester,32,1992-12-06,UNLICENSED OPERATOR,2025,11,0
ZO400364,Other,26,1998-12-07,SPEED IN ZONE 11-20,2025,11,4
CX516849,Suffolk,52,1972-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
KF180479,Suffolk,39,1985-12-06,UNLICENSED OPERATOR,2025,11,0
VL346789,Other,74,1950-12-07,SPEED OVER 40,2025,11,11
ZA797721,Queens,21,2003-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
VF263585,Suffolk,57,1967-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
XV081209,Queens,54,1970-12-07,FAIL TO SIGNAL,2025,11,2
YG781767,Suffolk,27,1997-12-06,IMPROPER PASSING,2025,11,3
BI583886,Bronx,42,1982-12-07,UNREGISTERED VEHICLE,2025,11,0
JQ647039,Richmond,61,1963-12-07,DRIVING LEFT OF CENTER,2025,11,3
YJ245324,New York,42,1982-12-07,SPEED OVER 40,2025,11,11
XD595353,Kings,18,2006-12-07,SPEED IN ZONE 21-30,2025,11,6
PW064821,Nassau,55,1969-12-06,CHILD SAFETY RESTRAINT,2025,11,3
GW036202,Other,28,1996-12-06,TINTED WINDOW,2025,11,0
PD311083,New York,19,2005-12-06,DRIVING LEFT OF CENTER,2025,11,3
RY475848,Other,30,1994-12-07,UNINSPECTED VEHICLE,2025,11,0
RT651257,New York,19,2005-12-06,CHILD SAFETY RESTRAINT,2025,11,3
MT375054,Erie,29,1995-12-07,SPEED IN ZONE 11-20,2025,11,4
SZ634568,Kings,57,1967-12-07,SPEED OVER 40,2025,11,11
CS889310,Other,45,1979-12-07,SPEED OVER 40,2025,11,11
OD216264,New York,56,1968-12-06,FAULTY EQUIPMENT,2025,11,0
CN086395,Westchester,68,1956-12-06,IMPROPER CELL PHONE USE,2025,11,5
KK042630,Richmond,16,2008-12-06,IMPROPER CELL PHONE USE,2025,11,5
QR028134,Bronx,28,1996-12-06,CHILD SAFETY RESTRAINT,2025,11,3
UL163856,Queens,27,1997-12-06,FAIL TO SIGNAL,2025,11,2
